Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000002178,05-09-2020 02:22,Courtney Anderson,"['Diapers', 'Vinegar', 'Ice Cream', 'Dish Soap', 'Bread']",7,40.6,Cash,San Francisco,Convenience Store,FALSE,Retiree,Spring,Discount on Selected Items
1000002179,05-08-2022 04:13,Daniel Russo,['Syrup'],5,9.09,Cash,Los Angeles,Department Store,TRUE,Teenager,Summer,Discount on Selected Items
1000002180,18-03-2023 16:02,Christine Smith,"['Pasta', 'Toothpaste', 'Bath Towels', 'Paper Towels']",3,88.71,Debit Card,Boston,Pharmacy,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000002181,30-07-2023 15:07,Jeffrey Ryan,['Garden Hose'],9,68.79,Cash,Boston,Convenience Store,TRUE,Student,Spring,None
1000002182,04-11-2020 20:33,Brandon Chung,"['Water', 'Bread', 'Air Freshener']",8,64.7,Cash,Miami,Pharmacy,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000002183,27-07-2020 22:04,Gregory Robinson,['Shampoo'],4,57.23,Cash,San Francisco,Warehouse Club,FALSE,Student,Fall,BOGO (Buy One Get One)
1000002184,12-03-2020 19:53,Rebecca Wagner,"['Deodorant', 'Feminine Hygiene Products', 'Dish Soap', 'Spinach']",7,53.87,Cash,Chicago,Specialty Store,FALSE,Professional,Summer,None
1000002185,20-12-2020 03:47,Joel Rogers,"['Dishware', 'Garden Hose']",4,75.02,Cash,San Francisco,Specialty Store,FALSE,Young Adult,Winter,BOGO (Buy One Get One)
1000002186,18-11-2023 00:12,Abigail Yang,['Yogurt'],3,76.49,Mobile Payment,Miami,Convenience Store,FALSE,Young Adult,Summer,BOGO (Buy One Get One)
1000002187,15-07-2020 16:16,Leslie Norton,"['Soap', 'Lawn Mower', 'Cheese']",4,25.71,Credit Card,Houston,Warehouse Club,FALSE,Young Adult,Fall,BOGO (Buy One Get One)
1000002188,27-10-2023 05:08,John Rivera,"['Cleaning Spray', 'Shower Gel', 'Toothbrush', 'Water', 'Yogurt']",4,98.75,Mobile Payment,Los Angeles,Specialty Store,TRUE,Middle-Aged,Fall,None
1000002189,24-06-2023 00:46,Nicholas Collins,"['Toilet Paper', 'Soda', 'Water', 'Banana']",10,95.22,Mobile Payment,Seattle,Pharmacy,TRUE,Young Adult,Spring,BOGO (Buy One Get One)
1000002190,27-04-2024 16:30,David Gross,"['Carrots', 'Deodorant', 'Carrots']",4,98.68,Debit Card,New York,Specialty Store,FALSE,Teenager,Winter,BOGO (Buy One Get One)
1000002191,12-10-2023 06:29,Keith Munoz,"['Rice', 'Rice', 'Iron', 'Toothpaste', 'Vinegar']",8,28.33,Cash,Boston,Warehouse Club,TRUE,Retiree,Summer,BOGO (Buy One Get One)
1000002192,24-07-2023 17:26,Benjamin Hayes,"['Dustpan', 'Toothpaste', 'Butter']",8,28.07,Mobile Payment,Dallas,Specialty Store,FALSE,Middle-Aged,Spring,Discount on Selected Items
1000002193,10-12-2021 00:22,Lisa Long,['Air Freshener'],4,52.32,Debit Card,Dallas,Department Store,FALSE,Student,Fall,Discount on Selected Items
1000002194,26-01-2021 05:18,Lindsey Gallagher,"['Salmon', 'Jam', 'Hand Sanitizer']",6,97.02,Cash,New York,Specialty Store,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000002195,18-12-2020 03:00,Luke Keller,"['Extension Cords', 'Canned Soup', 'Salmon']",4,24.65,Credit Card,Dallas,Warehouse Club,TRUE,Retiree,Fall,Discount on Selected Items
1000002196,04-03-2021 02:16,David Rivas,"['Mop', 'Cereal Bars', 'Syrup', 'Ice Cream']",3,66.52,Mobile Payment,Dallas,Supermarket,TRUE,Homemaker,Spring,None
1000002197,02-09-2023 11:36,John Payne,['Peanut Butter'],9,31.92,Mobile Payment,Seattle,Department Store,TRUE,Professional,Summer,None
1000002198,22-10-2021 04:15,Heidi Ferguson,['Air Freshener'],2,21.84,Debit Card,Chicago,Specialty Store,TRUE,Retiree,Winter,None
1000002199,03-02-2020 08:38,Taylor Duke,['Shower Gel'],10,84.21,Mobile Payment,Boston,Specialty Store,FALSE,Student,Fall,Discount on Selected Items
1000002200,24-04-2023 13:39,Thomas Castaneda,"['Tea', 'Pickles', 'Olive Oil', 'Rice', 'Tea']",6,84.01,Debit Card,Atlanta,Specialty Store,TRUE,Young Adult,Spring,None
1000002201,02-08-2021 15:29,Dawn Powell,"['Toothpaste', 'Ketchup', 'Trash Bags']",9,88.04,Mobile Payment,Los Angeles,Supermarket,TRUE,Retiree,Summer,BOGO (Buy One Get One)
1000002202,22-03-2023 19:20,Daniel Murray,['Extension Cords'],2,28.35,Mobile Payment,Dallas,Specialty Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000002203,12-04-2022 05:11,Laura Dyer,"['Tissues', 'Paper Towels', 'Cleaning Spray', 'Orange', 'Tuna']",1,76.17,Credit Card,San Francisco,Pharmacy,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000002204,11-08-2022 23:49,Johnathan Miranda,"['Iron', 'Shower Gel', 'Salmon', 'Peanut Butter', 'Toilet Paper']",5,53.68,Mobile Payment,Los Angeles,Department Store,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000002205,26-12-2022 00:32,Crystal Hooper,"['Yogurt', 'Cleaning Spray']",10,52.77,Debit Card,Los Angeles,Supermarket,FALSE,Homemaker,Winter,Discount on Selected Items
1000002206,09-06-2020 07:06,Luke Taylor,"['Olive Oil', 'Water', 'Lawn Mower']",2,86.47,Debit Card,Atlanta,Department Store,TRUE,Senior Citizen,Summer,Discount on Selected Items
1000002207,25-05-2023 17:09,Derek Peterson MD,"['Cereal', 'Cleaning Spray', 'Ketchup', 'Beef', 'Toothpaste']",3,6.89,Mobile Payment,New York,Department Store,TRUE,Retiree,Spring,None
1000002208,15-10-2020 15:51,Justin Mitchell,"['Chicken', 'Honey', 'Shower Gel', 'Iron', 'Canned Soup']",4,30.04,Credit Card,Boston,Warehouse Club,FALSE,Young Adult,Fall,Discount on Selected Items
1000002209,26-11-2021 09:23,Bryan Williams,['Banana'],7,92.17,Cash,Seattle,Supermarket,FALSE,Professional,Winter,None
1000002210,25-12-2022 09:33,Jennifer Lucas,"['Cereal Bars', 'Beef', 'Toothpaste', 'Cleaning Rags']",6,8.63,Credit Card,Atlanta,Pharmacy,TRUE,Young Adult,Fall,None
1000002211,19-02-2020 23:47,Matthew Anderson,"['Pasta', 'Hair Gel', 'Shrimp']",9,22.77,Credit Card,Chicago,Specialty Store,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000002212,12-10-2022 06:14,Sonya Washington,"['Tea', 'Light Bulbs', 'Cereal Bars']",1,59.94,Debit Card,Atlanta,Specialty Store,TRUE,Senior Citizen,Summer,Discount on Selected Items
1000002213,02-08-2023 22:36,Victoria Hoffman,"['Vinegar', 'Vinegar', 'Cleaning Spray', 'Beef']",9,31.58,Credit Card,Boston,Warehouse Club,TRUE,Professional,Fall,BOGO (Buy One Get One)
1000002214,11-05-2023 03:52,Preston Thompson,"['Eggs', 'Air Freshener']",4,11.98,Credit Card,Miami,Convenience Store,FALSE,Student,Winter,BOGO (Buy One Get One)
1000002215,04-07-2023 10:54,Ronald Fletcher,"['Bath Towels', 'Vacuum Cleaner', 'Rice']",9,98.94,Cash,Chicago,Department Store,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000002216,27-01-2020 15:01,Michelle Dalton,"['Extension Cords', 'Baby Wipes', 'Hair Gel']",10,77,Cash,Seattle,Warehouse Club,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000002217,21-11-2022 05:59,Alexander Mayer,"['Air Freshener', 'Feminine Hygiene Products', 'Butter']",7,95,Debit Card,Boston,Specialty Store,FALSE,Young Adult,Spring,Discount on Selected Items
1000002218,17-01-2020 17:41,Mitchell Parks,"['Baby Wipes', 'Olive Oil', 'Cheese', 'Baby Wipes', 'Carrots']",8,9.22,Cash,Miami,Convenience Store,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000002219,01-09-2021 03:08,Jeffrey Campbell,"['Hand Sanitizer', 'Trash Bags']",4,64.75,Mobile Payment,San Francisco,Warehouse Club,FALSE,Senior Citizen,Fall,Discount on Selected Items
1000002220,11-06-2023 14:50,Brittany Mcbride,"['Broom', 'Tuna', 'Carrots']",7,70.67,Credit Card,Houston,Warehouse Club,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000002221,07-03-2021 20:18,Kyle Yu,"['Orange', 'Coffee', 'Vinegar', 'Paper Towels', 'Honey']",7,91.76,Credit Card,Boston,Specialty Store,FALSE,Young Adult,Summer,None
1000002222,20-10-2022 02:46,Cheryl Young,"['Pancake Mix', 'Toothpaste', 'Carrots', 'Chicken', 'Butter']",7,43.28,Cash,Houston,Convenience Store,FALSE,Professional,Winter,BOGO (Buy One Get One)
1000002223,22-10-2022 06:24,Todd Perry,"['Dish Soap', 'Deodorant']",4,89.52,Debit Card,Seattle,Specialty Store,TRUE,Retiree,Fall,None
1000002224,24-06-2022 18:26,Thomas Schultz,['Deodorant'],2,65.49,Debit Card,Miami,Supermarket,TRUE,Professional,Summer,Discount on Selected Items
1000002225,06-04-2024 17:55,Marisa Hernandez,"['Dustpan', 'Lawn Mower']",7,43.64,Debit Card,Boston,Specialty Store,TRUE,Senior Citizen,Winter,None
1000002226,12-03-2022 21:10,Susan Prince,['Shower Gel'],10,24.14,Credit Card,Seattle,Warehouse Club,TRUE,Homemaker,Fall,None
1000002227,01-11-2020 17:27,Jose Oneal,"['Dustpan', 'Soap', 'Carrots', 'Mayonnaise', 'Air Freshener']",7,5.35,Mobile Payment,New York,Warehouse Club,FALSE,Teenager,Fall,None
1000002228,20-03-2021 17:12,Richard Simmons,"['Vacuum Cleaner', 'Feminine Hygiene Products']",10,83.07,Cash,Seattle,Supermarket,TRUE,Senior Citizen,Winter,None
1000002229,17-10-2021 15:04,Kayla Christensen,"['BBQ Sauce', 'Laundry Detergent', 'Extension Cords', 'Soap']",10,72.56,Mobile Payment,Miami,Specialty Store,TRUE,Homemaker,Spring,BOGO (Buy One Get One)
1000002230,06-02-2023 10:27,Laurie Mann,"['Trash Bags', 'Razors', 'Sponges', 'Apple']",10,21.01,Debit Card,New York,Pharmacy,FALSE,Student,Winter,Discount on Selected Items
1000002231,14-02-2023 12:06,Katherine Sloan,"['Air Freshener', 'Shaving Cream', 'Beef', 'BBQ Sauce', 'Light Bulbs']",5,24.18,Credit Card,Houston,Department Store,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000002232,14-11-2020 07:13,David Thomas,['Peanut Butter'],8,58.32,Cash,New York,Convenience Store,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000002233,03-01-2023 18:58,John Turner,"['Light Bulbs', 'Mustard', 'Toothbrush']",6,81.46,Mobile Payment,Miami,Supermarket,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000002234,05-03-2024 03:46,Justin Fernandez,"['Rice', 'Jam', 'Toothbrush', 'Canned Soup', 'Shrimp']",10,66.61,Debit Card,Seattle,Specialty Store,FALSE,Student,Fall,BOGO (Buy One Get One)
1000002235,19-02-2021 23:13,Travis Cannon,['Soda'],8,24.71,Debit Card,Boston,Warehouse Club,FALSE,Senior Citizen,Fall,None
1000002236,17-04-2023 17:39,Michael Simpson,"['Ice Cream', 'Cleaning Spray', 'Bread', 'Beef']",9,98.24,Credit Card,Los Angeles,Convenience Store,TRUE,Senior Citizen,Spring,None
1000002237,27-09-2022 21:01,David Jones,['Trash Bags'],7,57.23,Cash,Dallas,Pharmacy,TRUE,Young Adult,Winter,None
1000002238,08-10-2023 01:16,Madison Marquez,"['Trash Cans', 'Toilet Paper', 'Salmon', 'Beef', 'Beef']",2,9.22,Cash,Boston,Warehouse Club,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000002239,17-11-2023 03:39,Amber Jones,"['Toothpaste', 'Butter', 'Garden Hose', 'Tea']",7,57.93,Debit Card,New York,Department Store,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000002240,24-01-2023 13:02,Monique Thompson PhD,['Yogurt'],2,13.48,Credit Card,New York,Specialty Store,TRUE,Student,Summer,Discount on Selected Items
1000002241,14-06-2020 07:14,Stacey Stanley,"['Mop', 'Jam']",7,64.56,Debit Card,Chicago,Convenience Store,TRUE,Retiree,Winter,BOGO (Buy One Get One)
1000002242,13-12-2021 21:58,Erica Moreno,"['Yogurt', 'Tomatoes', 'Broom', 'Rice']",10,89.41,Debit Card,New York,Warehouse Club,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000002243,28-11-2023 00:51,Robin Gutierrez,"['Chicken', 'Shrimp', 'Syrup', 'Power Strips', 'Cleaning Rags']",3,93.4,Debit Card,Los Angeles,Department Store,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000002244,30-11-2022 16:15,Mark Dixon,"['Orange', 'Feminine Hygiene Products', 'Hair Gel', 'Shower Gel', 'Shampoo']",9,50.13,Credit Card,Seattle,Specialty Store,TRUE,Retiree,Winter,Discount on Selected Items
1000002245,20-10-2022 19:24,Lonnie Estrada,['Soda'],5,27.24,Cash,Atlanta,Specialty Store,TRUE,Teenager,Spring,BOGO (Buy One Get One)
1000002246,08-10-2022 07:58,Karen Cooper,"['Feminine Hygiene Products', 'Chicken', 'Potatoes']",10,75.6,Credit Card,Los Angeles,Supermarket,TRUE,Retiree,Summer,None
1000002247,25-11-2020 05:12,Bradley Mullen,"['Lawn Mower', 'Cereal Bars', 'Soap', 'Cleaning Rags', 'Coffee']",3,8.04,Debit Card,Atlanta,Pharmacy,TRUE,Student,Fall,None
1000002248,22-01-2021 01:24,Justin Stone,"['Onions', 'Baby Wipes', 'Toothpaste', 'Canned Soup', 'Tea']",6,65.97,Mobile Payment,Miami,Department Store,TRUE,Homemaker,Fall,None
1000002249,16-04-2021 00:55,David Day,['Soap'],7,29.38,Mobile Payment,New York,Pharmacy,FALSE,Teenager,Summer,None
1000002250,22-12-2022 19:18,Jessica Doyle,"['Iron', 'Insect Repellent']",6,70.33,Cash,Seattle,Supermarket,TRUE,Homemaker,Summer,Discount on Selected Items
1000002251,03-03-2022 22:51,Courtney Alvarado,"['Spinach', 'Onions', 'Lawn Mower', 'Potatoes']",6,56.36,Credit Card,Atlanta,Specialty Store,FALSE,Young Adult,Winter,Discount on Selected Items
1000002252,29-09-2023 06:07,Lauren Perkins,"['Vinegar', 'Iron', 'Broom']",3,45.26,Debit Card,New York,Warehouse Club,TRUE,Middle-Aged,Winter,Discount on Selected Items
1000002253,08-01-2022 02:26,Lori Garcia,['Rice'],6,33.99,Cash,Atlanta,Supermarket,FALSE,Retiree,Summer,None
1000002254,26-01-2020 00:20,Kimberly Yang,"['Broom', 'Potatoes', 'Trash Bags', 'Toothpaste']",8,46.94,Credit Card,San Francisco,Convenience Store,FALSE,Student,Winter,BOGO (Buy One Get One)
1000002255,07-11-2021 10:01,Ronald Collins MD,"['Shaving Cream', 'Pancake Mix', 'Olive Oil', 'Bread']",3,74.06,Cash,Boston,Warehouse Club,FALSE,Student,Summer,Discount on Selected Items
1000002256,03-11-2023 08:40,Madison Evans,['Yogurt'],3,34.4,Debit Card,Houston,Specialty Store,TRUE,Teenager,Spring,Discount on Selected Items
1000002257,31-01-2021 08:37,Laura Mckinney,['Paper Towels'],1,76.52,Mobile Payment,Boston,Specialty Store,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000002258,17-09-2022 15:54,Mrs. Teresa Garcia,"['Tissues', 'Water', 'Cereal']",7,89.75,Credit Card,Chicago,Department Store,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000002259,18-04-2020 19:21,Brittany Medina,"['Banana', 'Dish Soap', 'Potatoes', 'Cleaning Rags']",1,76.69,Cash,New York,Department Store,TRUE,Homemaker,Fall,BOGO (Buy One Get One)
1000002260,07-01-2024 19:23,Christine Walker,"['Toothbrush', 'Rice', 'Feminine Hygiene Products', 'Syrup']",4,39.62,Credit Card,Miami,Specialty Store,FALSE,Teenager,Summer,None
1000002261,28-09-2023 10:32,Christine Hansen,"['Tea', 'Tomatoes', 'Vacuum Cleaner', 'Ketchup']",4,59.9,Mobile Payment,San Francisco,Supermarket,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000002262,05-11-2020 10:13,Nancy Baldwin,"['Mayonnaise', 'Sponges', 'Plant Fertilizer']",10,76.16,Debit Card,Miami,Pharmacy,TRUE,Retiree,Winter,Discount on Selected Items
1000002263,22-09-2020 13:15,Sarah Delgado,"['Bread', 'Water']",3,56.64,Mobile Payment,Seattle,Specialty Store,TRUE,Young Adult,Fall,Discount on Selected Items
1000002264,06-11-2023 23:26,Melissa Torres,"['Diapers', 'Dishware']",4,96.67,Debit Card,Atlanta,Supermarket,FALSE,Young Adult,Summer,None
1000002265,09-05-2020 02:33,Adrienne Kennedy,"['Milk', 'Bath Towels', 'Dish Soap', 'Hair Gel']",5,56.69,Cash,Chicago,Convenience Store,TRUE,Homemaker,Spring,Discount on Selected Items
1000002266,26-03-2020 19:09,Jeremy Little,"['Trash Cans', 'Carrots', 'Extension Cords', 'Toothpaste', 'Milk']",5,94.15,Debit Card,Miami,Convenience Store,FALSE,Middle-Aged,Fall,None
1000002267,29-07-2020 09:27,Melissa Johnson,"['Air Freshener', 'Rice', 'Sponges', 'Eggs', 'Canned Soup']",10,84.55,Debit Card,Miami,Specialty Store,FALSE,Senior Citizen,Spring,None
1000002268,10-09-2023 13:56,Roger Chapman,"['Ironing Board', 'Hair Gel']",5,86.93,Debit Card,Dallas,Department Store,TRUE,Senior Citizen,Winter,None
1000002269,18-02-2024 15:35,Michael Hamilton,"['Apple', 'Insect Repellent', 'Pickles']",9,30.31,Mobile Payment,San Francisco,Specialty Store,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000002270,15-01-2020 22:25,Bryan Bolton,['Cereal'],10,35.52,Debit Card,Seattle,Convenience Store,TRUE,Teenager,Winter,None
1000002271,18-02-2023 10:01,Kimberly Stevens,"['Syrup', 'Carrots', 'Chips', 'Peanut Butter', 'Cheese']",7,89.21,Mobile Payment,Dallas,Supermarket,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000002272,27-12-2020 22:21,Jeremy Weber,['Mustard'],6,44.67,Debit Card,Los Angeles,Supermarket,TRUE,Student,Fall,None
1000002273,06-04-2023 16:18,Keith Sanders,"['Lawn Mower', 'Honey', 'Broom', 'Broom']",2,80.32,Mobile Payment,Houston,Specialty Store,FALSE,Retiree,Spring,BOGO (Buy One Get One)
1000002274,27-09-2023 10:51,Bryan Johnson,"['Ketchup', 'Bath Towels', 'Tissues', 'Water']",6,27.09,Credit Card,Miami,Department Store,FALSE,Student,Winter,Discount on Selected Items
1000002275,14-03-2020 11:22,Jason Vargas,"['Shrimp', 'Broom', 'Toilet Paper', 'Syrup', 'Shrimp']",3,85.71,Cash,Atlanta,Specialty Store,FALSE,Middle-Aged,Spring,Discount on Selected Items
1000002276,24-12-2023 20:01,Cynthia Morris,"['Tuna', 'Pancake Mix', 'Pickles']",4,66.5,Cash,Miami,Convenience Store,FALSE,Student,Summer,BOGO (Buy One Get One)
1000002277,19-02-2021 11:28,Janice Williams,"['Olive Oil', 'Olive Oil', 'Syrup', 'Ice Cream', 'Beef']",9,26.23,Credit Card,Seattle,Supermarket,TRUE,Professional,Fall,Discount on Selected Items
1000002278,09-03-2021 19:11,Andrew Grimes,"['Apple', 'Chips', 'Butter', 'Cheese', 'Eggs']",2,47.93,Cash,New York,Warehouse Club,TRUE,Student,Spring,Discount on Selected Items
1000002279,09-02-2022 10:51,Jill Moore,"['Syrup', 'Power Strips', 'Laundry Detergent', 'Cleaning Rags']",3,82.17,Credit Card,San Francisco,Convenience Store,FALSE,Homemaker,Spring,None
1000002280,02-05-2024 15:08,Carolyn Thomas,"['Toothbrush', 'Banana', 'Deodorant']",1,79.62,Credit Card,Miami,Supermarket,TRUE,Professional,Spring,Discount on Selected Items
1000002281,03-03-2023 17:19,Denise Rivera,['Vinegar'],10,53.42,Credit Card,New York,Warehouse Club,TRUE,Teenager,Spring,None
1000002282,28-09-2022 10:40,Alejandro Murray,"['Toilet Paper', 'Baby Wipes', 'Soda', 'Air Freshener']",4,75.57,Cash,Dallas,Department Store,TRUE,Teenager,Summer,None
1000002283,17-12-2021 04:13,Angela Lee,"['Jam', 'Shampoo', 'Tissues', 'Hair Gel']",1,20.63,Cash,New York,Pharmacy,TRUE,Young Adult,Winter,Discount on Selected Items
1000002284,31-03-2023 15:07,Julian Herrera,"['Laundry Detergent', 'Soap', 'Toilet Paper']",3,87.59,Cash,Atlanta,Pharmacy,TRUE,Student,Spring,Discount on Selected Items
1000002285,29-04-2023 00:48,Melissa Lucas,"['Canned Soup', 'Garden Hose']",10,85.51,Credit Card,San Francisco,Warehouse Club,FALSE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000002286,16-12-2020 15:26,Catherine Mcguire,"['Banana', 'Razors', 'Broom', 'Plant Fertilizer']",1,72.12,Debit Card,San Francisco,Convenience Store,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000002287,01-03-2021 00:26,Jennifer Ball,"['Onions', 'Cleaning Spray']",10,79.94,Debit Card,Boston,Specialty Store,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
1000002288,30-10-2021 05:14,Melissa Lewis,"['Milk', 'Vinegar']",10,93.59,Mobile Payment,Seattle,Warehouse Club,TRUE,Young Adult,Fall,None
1000002289,20-05-2022 10:38,Michael Santana,['Peanut Butter'],10,24.97,Credit Card,Miami,Specialty Store,TRUE,Young Adult,Fall,None
1000002290,05-05-2020 17:46,Robert Scott,"['Sponges', 'Carrots', 'Feminine Hygiene Products', 'Chips']",8,70.08,Mobile Payment,Miami,Convenience Store,TRUE,Retiree,Winter,Discount on Selected Items
1000002291,06-04-2021 02:45,Tara Warren,"['Iron', 'Chicken']",9,31.11,Credit Card,Miami,Department Store,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000002292,18-05-2023 00:07,Michael Morris,"['Sponges', 'Cheese']",8,53.15,Debit Card,Boston,Warehouse Club,FALSE,Senior Citizen,Fall,BOGO (Buy One Get One)
1000002293,09-10-2021 07:19,Brent Pham,"['Razors', 'Dustpan', 'Hand Sanitizer', 'BBQ Sauce']",10,53.03,Mobile Payment,San Francisco,Supermarket,TRUE,Young Adult,Fall,None
1000002294,16-02-2023 05:29,Cheryl Robinson,"['Iron', 'Lawn Mower', 'Toothpaste']",1,90.98,Mobile Payment,Atlanta,Pharmacy,TRUE,Retiree,Spring,Discount on Selected Items
1000002295,25-02-2022 06:55,Michael Yates,"['Cheese', 'Extension Cords', 'Toothpaste']",3,45.92,Cash,Los Angeles,Convenience Store,FALSE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000002296,30-03-2023 15:18,Brian Fletcher,"['Razors', 'Ice Cream', 'Honey', 'Carrots', 'Orange']",8,11.05,Cash,Atlanta,Pharmacy,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000002297,04-12-2023 22:33,Teresa Villa,"['Carrots', 'Baby Wipes', 'Beef']",5,72.93,Credit Card,Seattle,Warehouse Club,TRUE,Professional,Summer,BOGO (Buy One Get One)
1000002298,09-06-2022 04:00,Kimberly Strickland DVM,"['Carrots', 'Plant Fertilizer']",6,36.46,Debit Card,Boston,Supermarket,FALSE,Retiree,Summer,None
1000002299,07-03-2024 09:23,Jeff Walsh,['Soda'],3,8.09,Credit Card,Miami,Department Store,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000002300,28-02-2022 05:00,Jill Shepard,"['Bread', 'Soap', 'Milk']",3,41.36,Cash,Boston,Pharmacy,TRUE,Retiree,Summer,BOGO (Buy One Get One)
1000002301,23-05-2023 18:16,Tammie Rojas,['Dishware'],6,97.38,Credit Card,Houston,Department Store,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000002302,09-03-2023 16:30,Deborah Gibson,"['Coffee', 'BBQ Sauce', 'Paper Towels', 'Coffee']",7,71.3,Cash,Atlanta,Supermarket,FALSE,Senior Citizen,Fall,BOGO (Buy One Get One)
1000002303,28-07-2021 07:09,Mark Berry II,['Pasta'],10,58.35,Credit Card,Seattle,Department Store,TRUE,Young Adult,Spring,None
1000002304,21-12-2020 12:33,Stephanie Kim,"['Vinegar', 'Ironing Board', 'Ice Cream', 'Coffee', 'Power Strips']",3,52.65,Debit Card,Miami,Pharmacy,FALSE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000002305,22-03-2023 14:53,Johnathan Fox,"['Trash Bags', 'Carrots', 'Garden Hose', 'Cheese']",5,85.29,Debit Card,Miami,Department Store,TRUE,Senior Citizen,Spring,Discount on Selected Items
1000002306,12-02-2022 08:06,Sharon Silva,"['Potatoes', 'Deodorant', 'Sponges', 'Pickles', 'Shampoo']",3,71.33,Cash,New York,Pharmacy,TRUE,Senior Citizen,Spring,Discount on Selected Items
1000002307,14-06-2020 20:49,Sean Chapman,"['Cereal Bars', 'Iron']",9,74.22,Credit Card,Atlanta,Department Store,FALSE,Senior Citizen,Summer,None
1000002308,30-06-2021 12:54,Lisa Price,"['Lawn Mower', 'Dustpan', 'Paper Towels', 'Broom']",3,70.12,Debit Card,San Francisco,Supermarket,TRUE,Student,Fall,Discount on Selected Items
1000002309,29-03-2020 11:22,Paula Murphy,"['Shampoo', 'Cheese', 'Peanut Butter']",5,46.17,Credit Card,Boston,Pharmacy,TRUE,Young Adult,Spring,BOGO (Buy One Get One)
1000002310,15-12-2022 05:40,Michelle Collins,"['Tissues', 'BBQ Sauce', 'Soap']",7,59.87,Cash,Chicago,Warehouse Club,TRUE,Young Adult,Summer,None
1000002311,15-03-2022 01:51,Edwin Hunter,"['Tissues', 'Potatoes', 'Mustard', 'Salmon']",5,81.1,Credit Card,New York,Pharmacy,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000002312,22-06-2023 13:07,Tammy Roach,"['Toilet Paper', 'Banana', 'Garden Hose', 'Jam', 'Jam']",4,44.74,Cash,Dallas,Warehouse Club,FALSE,Middle-Aged,Fall,Discount on Selected Items
1000002313,15-07-2021 17:16,Matthew Myers,"['Pickles', 'Pasta', 'Laundry Detergent']",1,84.03,Cash,Miami,Warehouse Club,FALSE,Student,Spring,BOGO (Buy One Get One)
1000002314,06-07-2020 00:35,Rebecca White,"['Shaving Cream', 'Coffee', 'Light Bulbs', 'Tuna']",4,6.38,Cash,Chicago,Specialty Store,TRUE,Student,Fall,None
1000002315,04-08-2022 21:29,James Bass MD,"['Cheese', 'Razors']",9,24.5,Cash,Miami,Convenience Store,FALSE,Teenager,Spring,None
1000002316,27-02-2020 09:55,Marissa Phelps,"['Pasta', 'Extension Cords']",2,29.42,Cash,Seattle,Warehouse Club,TRUE,Senior Citizen,Spring,None
1000002317,29-04-2021 20:15,John Sandoval,"['Power Strips', 'Diapers', 'Shower Gel', 'Shower Gel']",9,17.2,Credit Card,Miami,Specialty Store,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000002318,19-02-2021 08:14,Steve Hopkins,['Ironing Board'],10,94.42,Debit Card,San Francisco,Convenience Store,TRUE,Young Adult,Winter,None
1000002319,20-02-2022 16:23,Chad Ramirez,"['Ice Cream', 'Razors', 'Pancake Mix']",4,20.92,Debit Card,Los Angeles,Specialty Store,TRUE,Professional,Fall,None
1000002320,27-03-2022 13:13,Brian Curtis,"['Cereal Bars', 'Toothpaste', 'Cleaning Rags', 'Rice']",7,69.57,Credit Card,Miami,Supermarket,FALSE,Professional,Fall,Discount on Selected Items
